tema;canal;titulo;score;likes;dislikes;link;user;comment
People;TopGear;Tom Hiddleston interview on Top Gear Pt1;4.78947;18;1;Y_9ueVIpz9o;noelle07sm;Better than nothing I say
People;TopGear;Tom Hiddleston interview on Top Gear Pt1;4.78947;18;1;Y_9ueVIpz9o;Wong Chien Wen;Well even if you recorded this and part 2 with your Android and hands its all good because your the only one Im able to find with the full interview So thank you :)
People;TopGear;Tom Hiddleston interview on Top Gear Pt1;4.78947;18;1;Y_9ueVIpz9o;Tamera Miller;And you need to get a tripod for the camera or a recording hack device
People;TopGear;Tom Hiddleston interview on Top Gear Pt1;4.78947;18;1;Y_9ueVIpz9o;Stephen Simmons;Can you please tell me what kind of potato this was filmed on
People;TopGear;Tom Hiddleston interview on Top Gear Pt1;4.78947;18;1;Y_9ueVIpz9o;HumbleOtaku;lol this was funny XD
People;TopGear;Tom Hiddleston Interview Top Gear Pt2;4.36;21;4;jiZGXmY7ZrM;BextarBella;He does not like coming second
People;TopGear;Tom Hiddleston Interview Top Gear Pt2;4.36;21;4;jiZGXmY7ZrM;Selena Gilbert;Come on tom give other guys a chance U r going to take all the womens hearts 
People;TopGear;Tom Hiddleston Interview Top Gear Pt2;4.36;21;4;jiZGXmY7ZrM;rabarbar362;big thanks for posting it 3 and bless you for subtitles
People;TopGear;Tom Hiddleston Interview Top Gear Pt2;4.36;21;4;jiZGXmY7ZrM;HumbleOtaku;FFFFF HES HERE IN TORONTO AND I HAVENT EVEN GOT A CHANCE TO MEET HIM YET  
People;TopGear;Top Gear Bicycle Advert  Work harder get a car  Jeremy;4.43434;85;14;iCt7T20N07U;Alexander Kennedy;I worked hard In the military Then I received a massive head injury the complications of which precluded me from being able to drive a car How refreshing to see people on the internet propose the brilliant notion that bicyclists deserve any type of violence that comes their way Makes me glad I live in the 21st century 
People;TopGear;Top Gear Bicycle Advert  Work harder get a car  Jeremy;4.43434;85;14;iCt7T20N07U;ku420guy;WORK HARDER lol i bicyclist hit my mirror so i kicked his spokes in here in new mexico the law is give bikers 3 feet if they would give me three feet i wouldnt have a broken mirror i need a truck to run em over
People;TopGear;Top Gear Bicycle Advert  Work harder get a car  Jeremy;4.43434;85;14;iCt7T20N07U;Gjengiz Torbane;Bullshit 
People;TopGear;Top Gear Bicycle Advert  Work harder get a car  Jeremy;4.43434;85;14;iCt7T20N07U;MokaPot;All rights to this shameful shite owned by the BBC Abolish the BBC No to the license fee
People;TopGear;Top Gear Bicycle Advert  Work harder get a car  Jeremy;4.43434;85;14;iCt7T20N07U;Rhys Carter;What is this song called
People;TopGear;Top Gear Bicycle Advert  Work harder get a car  Jeremy;4.43434;85;14;iCt7T20N07U;Aruxion;Drivers are usually fat
People;TopGear;Top Gear Bicycle Advert  Work harder get a car  Jeremy;4.43434;85;14;iCt7T20N07U;Bullet Tooth Tony;Pure genius Cyclists are the most self entitled jackasses on the Earth today 
People;TopGear;Top Gear Bicycle ad 1;4.65714;32;3;2ogY3dgy_14;imgoodwithsilage;OHHH I DID A SKID 
People;TopGear;Top Gear Bicycle ad 1;4.65714;32;3;2ogY3dgy_14;MrsTunerfish;brilliant funniest top gear for ages priceless was in hysterics watching this
People;TopGear;Top Gear Season 21 Episode 5 S21 E5  FULL;1.23529;1;16;PUbRNnNYAnY;SimonPierre Lacaille;fuck this
People;TopGear;Eric Clapton at Top gear commercial;5;3;0;OKAfUYK7OhA;niccolis;Local guitarist
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;STIG VXR;Ive got other videos on my channel i hope you like them
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;STIG VXR;Who ever has subscribed to my channel i would like to say thank you
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Jason Kilshaw;Nice speakers
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Rhys Griffiths;The speakers are cool but how the hell do you not get distrackted by them
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Filip Horvat;2:20 that sound when you look at reaktor 4
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Liam Parker;Nice speakers Chenobyl is a scary place
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Alex Smith;those speakers are so annoying love the Chernobyl vid though
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Martin Ivanovski;Whoa Cool speakers :D
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Frank Enstein;i subscribed for you and everyone who need its cost me nothing :)
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Fero Hora;I was there 7 months ago :)
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;jon84215;I hv them water speakers
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Jason Kilshaw;Nice speakers
People;TopGear;Top Gear Chernobyl;3.53333;19;11;AkKxpGJfxV0;Liam Parker;I sybscribed
Sports;TopGear;Erebus Motorsport takes centre stage at Top Gear Festival;4.66667;11;1;_1kSGc-w27s;Gary Flanagan;Get in the cockpit of a MercedesBenz SLS GT3 race an E63 V8 at the Sydney Motorsport Park
Sports;TopGear;Erebus Motorsport takes centre stage at Top Gear Festival;4.66667;11;1;_1kSGc-w27s;Richard Smith;Surprised to see the V8 pass the GT3 on the straight or am I missing something
Sports;TopGear;Erebus Motorsport takes centre stage at Top Gear Festival;4.66667;11;1;_1kSGc-w27s;Craig Rodger;Thanks for the video
Sports;TopGear;Erebus Motorsport takes centre stage at Top Gear Festival;4.66667;11;1;_1kSGc-w27s;Tony Love;SWEEEEEEEET
Sports;TopGear;Erebus Motorsport takes centre stage at Top Gear Festival;4.66667;11;1;_1kSGc-w27s;BoostJunkiesVideos;Lol how about you show the good people whole race After 3 laps Erebus got their arse handed to them by the Super bike Red Bull F1 and the Time Attack Mitsubishi Evo The bike came first Evo and F1 equal second and the Merc 3rd by a long shot followed by the GT3 Merc and WRC Corolla
Sports;TopGear;Erebus Motorsport takes centre stage at Top Gear Festival;4.66667;11;1;_1kSGc-w27s;Gary Flanagan;Get in the cockpit of a MercedesBenz SLS GT3 race an E63 V8 at the Sydney Motorsport Park
Sports;TopGear;Erebus Motorsport takes centre stage at Top Gear Festival;4.66667;11;1;_1kSGc-w27s;Gary Flanagan;Get in the cockpit of a MercedesBenz SLS GT3 race an E63 V8 at the Sydney Motorsport Park
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;juskaws;This gave me the most beautiful nose bleed ever
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;RC Antics;lol they play batman music through the whole montage awesome BBC
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;Sandro Jalkh;Awsome video Karim  Thanks for uploading it  Keep up the good work  
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;Paolo Rossi;The video with the motorbike was a fake you need to watch mythbusters because they showed it sorry for my english
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;Kenn Cooper;9:24 Oh babydaddy like
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;Ryley Drake;What song is that in the very beginning I MUST KNOW
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;Abdul Majed Siddiqui;The rope by which the table cloth was tied and attached to the car should be below the height of the table whereas here its not
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;Nabila Nurul Khalisha;How could heshe dislike this video 
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;npsit1;Richard driving god Hammond Who remembers that from one of the early series LOL
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;muqsit realmadrid;llllloooooll the end where the nissan gtr goes
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;Mario Kralj;Ha ha
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;emerald hyper slug;i am staying in Dubai and i cant wait to go to Wild Wadi The waterpark in this video
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;soundofeighthooves;awesome machine
Sports;TopGear;Top Gear Mercedes Benz AMG 6x6  Dubai  Abu Dhabi UAE;4.9619;208;2;8thaIMJd1Rg;MrAlwattar;Woooooooooow 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;ZONEofTECH;Btw this is my 300th video :DHopefully it is something youll all enjoy :)
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;ZONEofTECH;Sorry for the delay guysEditing this took me more than I expected Topped in at 48h (my personal record)Just to give you an idea on why it took me so long: spent 3h picking the right background songs for the video and edited every single image that I used in photoshop Took me ages to find the imagesvideo I was looking forAt least after 48h of work I am 100 satisfied of the outcomeHope you are as well :)DanielZONEofTECH
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;BlastRedMC;Has anyone told you you look like captain sparklez
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;domino anonomouse;I dont get the health bit Is this the only direction Apple can see going is this the only thing left
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;0wasserfall;I use my iPod nano 6th gen as a watch
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Dynasty;Oh the contradictions 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;LoveSupremez;
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;guthixx2011;I dont personally think they would use saphire glass because it would have no felixibility therefore making it an ipod nano with a bit of a better resolution and much more stronger It would make more sense to use willow glass
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;TheEzzyMaster;is it me or does he look exactly like Andrew Garfield
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Joshua Baker;I think the I watch will come in different colors like the I phone 5c
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;DTX Games;U kindda look like the new spiderman
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;MadBashify;Part of this video seams very familiar
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Austin Thurmand;flexible glassbullshit that cant be real
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;ajhare2;(Rote this before watching the entire video) If apple makes one they can try and make a better one than the ones that are already out lmao They can look at the current ones and make theirs better 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;domino anonomouse;Really well made video Youre a smart guy
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Pharez Ajibewa;I like it it would be awesome
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;NightFa11Gaming;Would you be able to call on the I watch kindve like a a miny phone
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Daani Ghanchi;this might take alot of space (maybe because i know KINDA nothing about memory) but if they combind all three of those charging ideas while your walking outside or inside the light shines on the watch to charge it and your moving at the same time so it does the double of charging If you charge it on the panel thing or in that charging case then it does kind of the same but its not moving and the bulb doesnt produce as much as light but it still can almost 2 times the charging without a plug (kina) Again I dont know if they could do that or even fit that in a small tiny little device  the 5 to 7 days battery
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;ChristianIsHappy;Freakn awesome YouTuber 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;HazardousCFC;1:09
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Gus Baker;69th like
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;snnnoopy;Id like to know how that glucose meter works
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Valentina Reguera Couturier;ipod nano 6th gen was my first apple device it even had my name and birth because i bought it on the internetand then SOMEONE STOLE IT
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;sparklefangs102;And i hope the iwatch does what other smart watches do which is just to be a companion to your iPhone where you can get alerted on texts and calls and maybe make few without having to take out your phone and a button that you can press to find your phone would be nice Anything else like the health book would be extra for me
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Bryan Agapito;Yes make that video please I need to know the differences 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;MaddDxD;Um lol they have already released a smart watch Go on the website and see for yourself
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Samuel Dinklehead;iPod touch 6th gen No one intrested in that 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;craollson cayo;how is it going to fit different wrist size
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;ObscureChan;daniel ur videos are so coolur so coollets be friends 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Jah Wadia;dude this is fake apple watch
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Joseph Woodcock;Oh my god it is the amazing Spiderman :D
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Steve Keaton;Good leak thanks bro
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Fatima Jabin;You are too cute 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Shaan Patel;The Todd Hamilton one is awesome I would buy that 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;alexia litro;Lol how on EARTH earth pops up lol
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;john whitfield;Solar seams the most practical 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Francesco Del Corso;Speak italianPLEASE
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Devin Ozanne;This should solve Americas obesity problem
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;milwaukeetim;I just hope apple comes out with something better than whatever else is out there  Samsung gear Pebble etc just a Nano like the one in 2010 with Bluetooth ability to view notifications reject or answer calls weather That would do it for me Maybe the ability to respond quickly to texts  yes no ok sounds good on my way etc
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;TheSuperderk100;why not use all of the types of charging that he mentioned
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Angel Gmez;lol spongebob and patrick cartoon
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;TheBram716;How About the social aspectTwitter Facebook etc
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Cujobob;Sapphire can shatter fairly easily so it may not respond well to drops Its fantastic for avoiding scratches as anyone with a nice watch can tell you
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Bryan Erenas;Shouldnt forget water proof swimming is a sport to
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Aditya Khadye;Does it have a camera 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Albert Jimenez;Lol he looks like spider man
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Jacob San Nicolas;Whats ur last name
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Blue Penguin;You look like Andrew garfield
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Justin Jordan;Dude you should get a lav mic Itll really help the quality of your videos
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Zezerath  Your favorite YouTuber;I hate how people are so worried about battery life You charge your phone every night is it that hard to just plug a cord in along with your phone
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Zezerath  Your favorite YouTuber;I hate how people are so worried about battery life You charge your phone every night is it that hard to just plug a cord in along with your phone
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Tommy Diep;I have an IWatch its awesome
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;SomeGuy Bob;i dont think they will use solar powered cuz wat if its snowing and there is no sun
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Ray Ene;seriusly now apple is copying samsung
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;A non Radioactive Taco;the ipod nano is pretty much a iwatch with that strap im going to use my moms unused ipod nano and do dat
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;dawson price;The song is new game by nitro fun
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Alvin Crighton;apple is switching to gorilla glass
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Charlie Langlan;Will iPhones and iPads be getting iOS8 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;TheProfficer;poorboy in a fueter video so maybe in the past to
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Manfredo Marroquin;If it was up to me I would use solar
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Jose Vela;Ok Im gonna say it Dude you look so much like the actor Andrew Garfield He played in The SocialNetwork and The Amazing Spiderman 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Ben Nutall;I am a new subscriber and I love u videos
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;ThosePokemon;why do you promote stuff like clarence and cell phone companies
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Abdulwahab Rujaib;Calling on the Iwatch would be a lot better
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Tinashe Zenda;Keep up the great work) Love your videos
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Tim Williams;I hope apple allows Siri on the iWatch As far as iOS 8 I would like for Apple to allow 3rd party developers the ability to integrate Siri functionality into their apps Im a huge fan of Siri as you can probably see
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Alex Hendry;Is that a bit of repeated footage on the sapphire I think it is
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Sania Eve;U KNOW JUST BECUZ U PUT AN I IN FRONT OF EVERYTHING DOES NOT MAKE IT APPLES IDEA THEIVES
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Mista Smith;The same stuff he is saying is the same stuff people are guessing on the web Ask yourself how does he know all of this again
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Colby Short;They should try doing the phone thats in total recall It is installed in your wrist and charges of the electricity in your brain
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Collectm;i think it will turn out shit
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Michael Fenner;Cause u can play xbox in school
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Joseph Schwartzman;Great video
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Bluestar0713;Movement and solar charging would be a good combination 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Juan Perez;That cartoon clip really sucks 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;XxpropunkakexX;1:08
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Tom Allen;No thats for the iPhone 6
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;SlasherBassOfficialAES; 17:20 you played the Boston Bruins themeYou like the Bruins
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Malcolm young;Cool
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;maxime braem;Cool
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Pml Lewis;You look like Andrew Garfield 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;diddims4;Will the glass make it more expensive
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Thomas Lawrence;Smart watches are useless why not do things the old fashioned way Its really not necessary to have a smart watch
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Jonathan John;I can understand why Andrew Garfield is hosting these types of videos Peter Parker is a genius you know )
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Tyler Callaway;I want to see on the Apple iWatch I want to see people calling each other and possibility txt on it idk maybe
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;71chuckc;Oops wrong video
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;xox102;you repeat a lot of things in your video
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Graalonline2;The best prediction yet
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Kerem zk;i like your videos man keep up the good work
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;abhadam blah;Youre awesome Im from Mexico and I almost dont understand when someone speaks in English but I understand you :D 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;jee1shi;Display technology 
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Luis Avelar;Wry good very good
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Juan Garrido;He is like Homer
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;androidh23;Stfu with the ads
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;nichtschwimmerch;whats the name of the song starting at 13:42
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;Anderson Freire;Konckon
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;israel moreno;I will buy it if it can make phone calls
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;David Leon;I have one nano 6 with a wrist band :D
Tech;ZONEofTECH;NEW Apple iWatch  FINAL Leaks  Rumors;4.86279;929;33;KUCu08SPt-I;ali heros;its gonna take you alot of japanese punchlines to charge that gyroscope
Tech;ZONEofTECH;TOP 5  Apple iWatch CONCEPTS;4.81917;528;25;TLNmaRYNiQ8;ZONEofTECH;NOTE The iWatch  Final Leaks  Rumors video is taking a lot longer to edit than expected This means that I will most probably upload it this Wednesday so stay tune for that That video shouldve been uploaded before this one but since its Monday I had to upload something for you and this one was a bit quicker to edit(still spent 14h :)
Tech;ZONEofTECH;TOP 5  Apple iWatch CONCEPTS;4.81917;528;25;TLNmaRYNiQ8;Videowillow;mine is no 2
